browser_short_version,video_url,creation_time,custom-data,browser_version,owner,id,record_screenshots,record_video,build,passed,public,end_time,status,log_url,start_time,proxied,modification_time,tags,name,commands_not_successful,consolidated_status,manual,assigned_tunnel_id,error,os,breakpointed,browser
4.4,https://saucelabs.com/jobs/b3202f5eb65c498a8cf6d28fac1d20a4/video.flv,1434550048,,4.4.,nitin_bloomz,b3202f5eb65c498a8cf6d28fac1d20a4,True,True,,,,1434550552,complete,https://saucelabs.com/jobs/b3202f5eb65c498a8cf6d28fac1d20a4/selenium-server.log,1434550048,False,1434550552,[],,10,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/52d57e7f137b4d6894cd624e577a71f2/video.flv,1434549894,,4.4.,nitin_bloomz,52d57e7f137b4d6894cd624e577a71f2,True,True,,,,1434550055,complete,https://saucelabs.com/jobs/52d57e7f137b4d6894cd624e577a71f2/selenium-server.log,1434549894,False,1434550055,[],,10,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/dc97c1090402492683f402d54ae0ffe5/video.flv,1434549743,,4.4.,nitin_bloomz,dc97c1090402492683f402d54ae0ffe5,True,True,,,,1434549900,complete,https://saucelabs.com/jobs/dc97c1090402492683f402d54ae0ffe5/selenium-server.log,1434549743,False,1434549900,[],,10,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/b52eb818bc5c4ae096f4c2ef2fa8f27f/video.flv,1434549597,,4.4.,nitin_bloomz,b52eb818bc5c4ae096f4c2ef2fa8f27f,True,True,,,,1434549749,complete,https://saucelabs.com/jobs/b52eb818bc5c4ae096f4c2ef2fa8f27f/selenium-server.log,1434549597,False,1434549749,[],,9,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/6a9308fe5ca643b2805703df1728e64c/video.flv,1434549036,,4.4.,nitin_bloomz,6a9308fe5ca643b2805703df1728e64c,True,True,,,,1434549611,complete,https://saucelabs.com/jobs/6a9308fe5ca643b2805703df1728e64c/selenium-server.log,1434549036,False,1434549611,[],,7,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/8af73aa4f4ac4f43bf8684487cefa3f1/video.flv,1434548800,,4.4.,nitin_bloomz,8af73aa4f4ac4f43bf8684487cefa3f1,True,True,,,,1434549043,complete,https://saucelabs.com/jobs/8af73aa4f4ac4f43bf8684487cefa3f1/selenium-server.log,1434548800,False,1434549043,[],,7,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/a85607c04d2547a3ae78f8823635c3ab/video.flv,1434548668,,4.4.,nitin_bloomz,a85607c04d2547a3ae78f8823635c3ab,True,True,,,,1434548806,complete,https://saucelabs.com/jobs/a85607c04d2547a3ae78f8823635c3ab/selenium-server.log,1434548668,False,1434548806,[],,8,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/717a0cf0a7d04b60a39df89d0ab37645/video.flv,1434548540,,4.4.,nitin_bloomz,717a0cf0a7d04b60a39df89d0ab37645,True,True,,,,1434548674,complete,https://saucelabs.com/jobs/717a0cf0a7d04b60a39df89d0ab37645/selenium-server.log,1434548540,False,1434548674,[],,8,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/38c3703341e54e7586d30680d884284a/video.flv,1434548403,,4.4.,nitin_bloomz,38c3703341e54e7586d30680d884284a,True,True,,,,1434548547,complete,https://saucelabs.com/jobs/38c3703341e54e7586d30680d884284a/selenium-server.log,1434548403,False,1434548547,[],,8,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/ef2a3748c62f4bec9374d179a059ad4c/video.flv,1434548263,,4.4.,nitin_bloomz,ef2a3748c62f4bec9374d179a059ad4c,True,True,,,,1434548409,complete,https://saucelabs.com/jobs/ef2a3748c62f4bec9374d179a059ad4c/selenium-server.log,1434548263,False,1434548409,[],,9,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/4b22e52bba8649e882da4f8c8c8394f6/video.flv,1434547599,,4.4.,nitin_bloomz,4b22e52bba8649e882da4f8c8c8394f6,True,True,,,,1434548281,complete,https://saucelabs.com/jobs/4b22e52bba8649e882da4f8c8c8394f6/selenium-server.log,1434547599,False,1434548281,[],,14,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/3910f243e957414c9005c04e9af04f25/video.flv,1434546875,,4.4.,nitin_bloomz,3910f243e957414c9005c04e9af04f25,True,True,,,,1434547616,complete,https://saucelabs.com/jobs/3910f243e957414c9005c04e9af04f25/selenium-server.log,1434546875,False,1434547616,[],,14,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/01a2c1dccc1d4f3095a0a501112a823d/video.flv,1434546740,,4.4.,nitin_bloomz,01a2c1dccc1d4f3095a0a501112a823d,True,True,,,,1434546882,complete,https://saucelabs.com/jobs/01a2c1dccc1d4f3095a0a501112a823d/selenium-server.log,1434546740,False,1434546882,[],,7,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/8ee6e3ea37984711ac964b601823a80f/video.flv,1434546676,,4.4.,nitin_bloomz,8ee6e3ea37984711ac964b601823a80f,True,True,,,,1434546743,complete,https://saucelabs.com/jobs/8ee6e3ea37984711ac964b601823a80f/selenium-server.log,1434546676,False,1434546743,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/761fe7b718d44d9eb2cc18aa71e4b282/video.flv,1434546611,,4.4.,nitin_bloomz,761fe7b718d44d9eb2cc18aa71e4b282,True,True,,,,1434546679,complete,https://saucelabs.com/jobs/761fe7b718d44d9eb2cc18aa71e4b282/selenium-server.log,1434546611,False,1434546679,[],,2,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/853461c7406844b789514110d58b2f8c/video.flv,1434525592,,4.4.,nitin_bloomz,853461c7406844b789514110d58b2f8c,True,True,,,,1434525707,complete,https://saucelabs.com/jobs/853461c7406844b789514110d58b2f8c/selenium-server.log,1434525592,False,1434525707,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/a7fd686caf5f47d983c3278b1cd0da8d/video.flv,1434525481,,4.4.,nitin_bloomz,a7fd686caf5f47d983c3278b1cd0da8d,True,True,,,,1434525597,complete,https://saucelabs.com/jobs/a7fd686caf5f47d983c3278b1cd0da8d/selenium-server.log,1434525481,False,1434525597,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/2c0aa7661cac4cd49cd7a70cce3721c3/video.flv,1434525361,,4.4.,nitin_bloomz,2c0aa7661cac4cd49cd7a70cce3721c3,True,True,,,,1434525486,complete,https://saucelabs.com/jobs/2c0aa7661cac4cd49cd7a70cce3721c3/selenium-server.log,1434525361,False,1434525486,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/3f5ba4e1f31c4378a731a351dd5f3b83/video.flv,1434525246,,4.4.,nitin_bloomz,3f5ba4e1f31c4378a731a351dd5f3b83,True,True,,,,1434525367,complete,https://saucelabs.com/jobs/3f5ba4e1f31c4378a731a351dd5f3b83/selenium-server.log,1434525246,False,1434525367,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/89a671e1abe445febcfcc2b42e0c942d/video.flv,1434525136,,4.4.,nitin_bloomz,89a671e1abe445febcfcc2b42e0c942d,True,True,,,,1434525251,complete,https://saucelabs.com/jobs/89a671e1abe445febcfcc2b42e0c942d/selenium-server.log,1434525136,False,1434525251,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/8699b129ca62451880d8e163d7b82a52/video.flv,1434525031,,4.4.,nitin_bloomz,8699b129ca62451880d8e163d7b82a52,True,True,,,,1434525141,complete,https://saucelabs.com/jobs/8699b129ca62451880d8e163d7b82a52/selenium-server.log,1434525031,False,1434525141,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/c9c232931b6d4470ab9f124bb7257858/video.flv,1434524929,,4.4.,nitin_bloomz,c9c232931b6d4470ab9f124bb7257858,True,True,,,,1434525036,complete,https://saucelabs.com/jobs/c9c232931b6d4470ab9f124bb7257858/selenium-server.log,1434524929,False,1434525036,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/d496aee2e16a42bba354881824d74dd7/video.flv,1434524828,,4.4.,nitin_bloomz,d496aee2e16a42bba354881824d74dd7,True,True,,,,1434524934,complete,https://saucelabs.com/jobs/d496aee2e16a42bba354881824d74dd7/selenium-server.log,1434524828,False,1434524934,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/4286362560bb4c2db06487d6c3529e07/video.flv,1434524718,,4.4.,nitin_bloomz,4286362560bb4c2db06487d6c3529e07,True,True,,,,1434524833,complete,https://saucelabs.com/jobs/4286362560bb4c2db06487d6c3529e07/selenium-server.log,1434524718,False,1434524833,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/e86d87cb9a944c5ba43b252ad4055b96/video.flv,1434524612,,4.4.,nitin_bloomz,e86d87cb9a944c5ba43b252ad4055b96,True,True,,,,1434524723,complete,https://saucelabs.com/jobs/e86d87cb9a944c5ba43b252ad4055b96/selenium-server.log,1434524612,False,1434524723,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/8ec1473b0b2041a0b1640a18698c95c1/video.flv,1434524510,,4.4.,nitin_bloomz,8ec1473b0b2041a0b1640a18698c95c1,True,True,,,,1434524616,complete,https://saucelabs.com/jobs/8ec1473b0b2041a0b1640a18698c95c1/selenium-server.log,1434524510,False,1434524616,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/c8f0ae5cd6ab4ff4ac1e7875eaa92d61/video.flv,1434524398,,4.4.,nitin_bloomz,c8f0ae5cd6ab4ff4ac1e7875eaa92d61,True,True,,,,1434524515,complete,https://saucelabs.com/jobs/c8f0ae5cd6ab4ff4ac1e7875eaa92d61/selenium-server.log,1434524398,False,1434524515,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/caba4324659d46b1b4faa83b83b1da14/video.flv,1434524290,,4.4.,nitin_bloomz,caba4324659d46b1b4faa83b83b1da14,True,True,,,,1434524403,complete,https://saucelabs.com/jobs/caba4324659d46b1b4faa83b83b1da14/selenium-server.log,1434524290,False,1434524403,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/e9c11d5e2d824d1ab62421716f2f95ed/video.flv,1434524237,,4.4.,nitin_bloomz,e9c11d5e2d824d1ab62421716f2f95ed,True,True,,,,1434524292,complete,https://saucelabs.com/jobs/e9c11d5e2d824d1ab62421716f2f95ed/selenium-server.log,1434524237,False,1434524292,[],,3,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/b517d5a3fb2a44ad9f3d148239fc48a0/video.flv,1434524175,,4.4.,nitin_bloomz,b517d5a3fb2a44ad9f3d148239fc48a0,True,True,,,,1434524240,complete,https://saucelabs.com/jobs/b517d5a3fb2a44ad9f3d148239fc48a0/selenium-server.log,1434524175,False,1434524240,[],,2,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/0a10ba4189fe4fd287032790ef9d23fe/video.flv,1434523308,,4.4.,nitin_bloomz,0a10ba4189fe4fd287032790ef9d23fe,True,True,,,,1434523513,complete,https://saucelabs.com/jobs/0a10ba4189fe4fd287032790ef9d23fe/selenium-server.log,1434523440,False,1434523513,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/a85ff1c3b95a47efa6c7692d216439f8/video.flv,1434521824,,4.4.,nitin_bloomz,a85ff1c3b95a47efa6c7692d216439f8,True,True,,,,1434522009,complete,https://saucelabs.com/jobs/a85ff1c3b95a47efa6c7692d216439f8/selenium-server.log,1434521946,False,1434522009,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/cc4be10f1add4395899f548834c09a0d/video.flv,1434515178,,4.4.,nitin_bloomz,cc4be10f1add4395899f548834c09a0d,True,True,,,,1434515399,complete,https://saucelabs.com/jobs/cc4be10f1add4395899f548834c09a0d/selenium-server.log,1434515326,False,1434515399,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/1ab2fa41db494a5abaeb8fcfdfc2c633/video.flv,1434379653,,4.4.,nitin_bloomz,1ab2fa41db494a5abaeb8fcfdfc2c633,True,True,,,,1434379780,complete,https://saucelabs.com/jobs/1ab2fa41db494a5abaeb8fcfdfc2c633/selenium-server.log,1434379721,False,1434379780,[],,2,complete,False,,,Linux,,android
4.4,https://saucelabs.com/jobs/35818d2748414940a501b828b5e7bb2e/video.flv,1434376287,,4.4.,nitin_bloomz,35818d2748414940a501b828b5e7bb2e,True,True,,,,1434376530,complete,https://saucelabs.com/jobs/35818d2748414940a501b828b5e7bb2e/selenium-server.log,1434376444,False,1434376530,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/15b961d9b4554688adfbfac5be86d723/video.flv,1434367946,,4.4.,nitin_bloomz,15b961d9b4554688adfbfac5be86d723,True,True,,,,1434368204,complete,https://saucelabs.com/jobs/15b961d9b4554688adfbfac5be86d723/selenium-server.log,1434368115,False,1434368205,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/811efa4ec3744b43aef8297294bccb27/video.flv,1434367854,,4.4.,nitin_bloomz,811efa4ec3744b43aef8297294bccb27,True,True,,,,1434367855,complete,https://saucelabs.com/jobs/811efa4ec3744b43aef8297294bccb27/selenium-server.log,,False,1434367854,[],,0,error,False,,"Unsupported OS/browser/version/device combo: OS: 'Linux', Browser: 'android', Version: '4.4.', Device: 'DroidRazr'",Linux,,android
4.4,https://saucelabs.com/jobs/ac0c2746af42483f9b74f44736f6fc31/video.flv,1434367304,,4.4.,nitin_bloomz,ac0c2746af42483f9b74f44736f6fc31,True,True,,,,1434367530,complete,https://saucelabs.com/jobs/ac0c2746af42483f9b74f44736f6fc31/selenium-server.log,1434367455,False,1434367530,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/ecfadab89cba47a6b5f76089d6684890/video.flv,1434366783,,4.4.,nitin_bloomz,ecfadab89cba47a6b5f76089d6684890,True,True,,,,1434367035,complete,https://saucelabs.com/jobs/ecfadab89cba47a6b5f76089d6684890/selenium-server.log,1434366949,False,1434367035,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/4066e915b5ac4af887f3bc6dd074636a/video.flv,1434363988,,4.4.,nitin_bloomz,4066e915b5ac4af887f3bc6dd074636a,True,True,,,,1434364026,complete,https://saucelabs.com/jobs/4066e915b5ac4af887f3bc6dd074636a/selenium-server.log,1434363988,False,1434364026,[],,0,error,False,,Failed to download mobile app: sauce-storage:bloomz.zip,Linux,,android
4.4,https://saucelabs.com/jobs/a317012e1d734067a6a38525b9ed9251/video.flv,1434363384,,4.4.,nitin_bloomz,a317012e1d734067a6a38525b9ed9251,True,True,,,,1434363514,complete,https://saucelabs.com/jobs/a317012e1d734067a6a38525b9ed9251/selenium-server.log,1434363472,False,1434363514,[],,0,error,False,,"The Sauce VMs failed to start the browser or device
For more info, please check https://docs.saucelabs.com/reference/troubleshooting-common-error-messages",Linux,,android
4.4,https://saucelabs.com/jobs/71316b27a7344ac9900b32664754e4c3/video.flv,1434362948,,4.4.,nitin_bloomz,71316b27a7344ac9900b32664754e4c3,True,True,,,,1434362986,complete,https://saucelabs.com/jobs/71316b27a7344ac9900b32664754e4c3/selenium-server.log,1434362948,False,1434362986,[],,0,error,False,,Failed to download mobile app: sauce-storage:test_file_name.zip,Linux,,android
4.4,https://saucelabs.com/jobs/a0db493ce73e4feead26cdc1d3f734d4/video.flv,1434362082,,4.4.,nitin_bloomz,a0db493ce73e4feead26cdc1d3f734d4,True,True,,,,1434362127,complete,https://saucelabs.com/jobs/a0db493ce73e4feead26cdc1d3f734d4/selenium-server.log,1434362082,False,1434362127,[],,0,error,False,,Failed to download mobile app: sauce-storage:bloomz.apk,Linux,,android
4.4,https://saucelabs.com/jobs/ce2c56151f8f4a7d9e76e6dcac78417a/video.flv,1434361918,,4.4.,nitin_bloomz,ce2c56151f8f4a7d9e76e6dcac78417a,True,True,,,,1434361956,complete,https://saucelabs.com/jobs/ce2c56151f8f4a7d9e76e6dcac78417a/selenium-server.log,1434361918,False,1434361956,[],,0,error,False,,Failed to download mobile app: sauce-storage:bloomz.apk,Linux,,android
4.4,https://saucelabs.com/jobs/1c91db36fef74b0884fb70100d6343bf/video.flv,1434361420,,4.4.,nitin_bloomz,1c91db36fef74b0884fb70100d6343bf,True,True,,,,1434361463,complete,https://saucelabs.com/jobs/1c91db36fef74b0884fb70100d6343bf/selenium-server.log,1434361420,False,1434361463,[],,0,error,False,,Failed to download mobile app: sauce-storage:bloomz.zip,Linux,,android
